,Mean Volume,Momentum,Outlier
NYS,16151.0,0.35057903444126937,True
FLOB,126.75,0.3779527559055118,True
REC,112103.91666666667,0.4194008559201139,False
REA,3755.75,0.433844958228095,True
UNI,0.0,0.4492753623188406,True
ABO,986.75,0.4583333333333337,True
BOTHE,15991.75,0.5395361832914225,False
CYAD,54727.583333333336,0.5692901979719942,False
UMI,901171.25,0.871467363974656,False
MITRA,40594.0,0.880018894662258,True
SPA,42.0,0.8852459016393455,True
CAMB,317.75,0.8909090909090915,True
VIO,8769.166666666666,0.9476905954368386,False
ALEVA,130.58333333333334,1.4047619047619042,True
TIG,545552.9166666666,1.491329479768785,True
ABLX,353309.3333333333,2.722671203743088,True
ARGX,20011.083333333332,3.2150395778364116,True
